sequence_id	bgc_id	start	end	type
1123077.SAMN02440771.AXVJ01000025	BGC0000371	192220	214749	NRP
1123077.SAMN02440771.KI519428	BGC0000372	161412	183676	NRP
1123226.SAMN02441675.KB899279	BGC0000373	136639	154957	NRP
1123228.SAMN02440661.AUIH01000001	BGC0000374	133837	185336	NRP
1123234.SAMN02440676.KE384221	BGC0000375	230859	240316	NRP
1123239.SAMN02441685.KB898625	BGC0000376	207577	251250	NRP
1123240.SAMN02441589.ATVO01000003	BGC0000377	286059	316597	NRP
1123240.SAMN02441589.ATVO01000004	BGC0000378	225309	281390	NRP
1123240.SAMN02441589.ATVO01000006	BGC0000379	175004	263916	NRP
1123241.SAMN02440642.AUFT01000001	BGC0000380	305967	386142	NRP;Polyketide
1123242.SAMN02469369.JH636436	BGC0000381	524358	563217	NRP
1123248.SAMN02440437.KB893326	BGC0000382	194507	213907	NRP
1123248.SAMN02440437.KB893348	BGC0000383	161103	179452	NRP;Polyketide
1123250.SAMN02440984.KB908379	BGC0000384	167421	184421	NRP
1123252.SAMN02441224.ATZF01000002	BGC0000385	164971	315034	NRP
1123255.SAMN02743894.JHYS01000001	BGC0000387	207549	218652	NRP
1123256.SAMN02440980.KB907928	BGC0000388	163484	211684	NRP
1123257.SAMN02440644.KE384553	BGC0000389	200408	224656	NRP
1123258.SAMN02441385.AQXZ01000016	BGC0000391	190668	204899	NRP
1123258.SAMN02441385.AQXZ01000017	BGC0000392	319783	347500	NRP
1123261.SAMN02440774.AXDW01000001	BGC0000393	283870	331788	NRP;Polyketide
1123261.SAMN02440774.KI440836	BGC0000394	239239	291216	NRP
1123261.SAMN02440774.KI440838	BGC0000395	143151	176602	NRP
1123262.SAMN02440825.AUIK01000016	BGC0000396	175272	189560	NRP
1123262.SAMN02440825.AUIK01000020	BGC0000397	112133	146461	NRP
1123262.SAMN02440825.KE384069	BGC0000398	355063	400439	NRP
1123265.SAMN02743379.JMLD01000005	BGC0000399	256348	303368	NRP
1123267.SAMN02691714.JONN01000001	BGC0000400	1040328	1092884	NRP
1123269.SAMN02641489.CP006644	BGC0000401	3007065	3019947	NRP
1123270.SAMN02441583.ATUR01000002	BGC0000402	382968	420248	NRP
1123270.SAMN02441583.ATUR01000004	BGC0000403	213106	253912	NRP
1123276.SAMN02441024.KB893246	BGC0000404	276955	333775	NRP
1123276.SAMN02441024.KB893268	BGC0000405	148751	208248	NRP
1123277.SAMN02441375.KB893173	BGC0000406	269823	307646	NRP
1123277.SAMN02441375.KB893174	BGC0000407	137106	186229	NRP
1123277.SAMN02441375.KB893228	BGC0000408	154886	195926	NRP
1123277.SAMN02441375.KB893243	BGC0000409	127751	182265	NRP
1123282.SAMN02745823.FQXV01000004	BGC0000410	149255	165266	NRP
1123284.SAMN02440464.KB899045	BGC0000411	162746	209592	NRP
1123288.SAMN02469826.ASXP01000003	BGC0000412	493271	508294	NRP
1123303.SAMN02256504.AQVD01000001	BGC0000413	261915	436969	NRP
1123308.SAMN02256436.KB904539	BGC0000414	153737	202506	NRP
1123309.SAMN02441724.AQYB01000033	BGC0000415	384808	421376	NRP
1123313.SAMN02440905.ATUT01000001	BGC0000416	174247	189584	NRP
1123323.SAMN05216245.FONL01000001	BGC0000417	212025	224101	NRP
1123356.SAMN02440863.AUDS01000010	BGC0000418	115602	195795	NRP
1123362.SAMN05660686.FNBW01000003	BGC0000419	213367	282077	NRP;Saccharide
1123362.SAMN05660686.FNBW01000009	BGC0000420	113941	134600	NRP
1123367.SAMN02743986.KK211256	BGC0000421	194129	212103	NRP
1123380.SAMN02745199.FQXN01000002	BGC0000422	175937	238741	NRP
1123380.SAMN02745199.FQXN01000003	BGC0000423	140493	170513	NRP
1123384.SAMN02584724.CP007141	BGC0000424	1067445	1109597	NRP
1123393.SAMN02441034.KB891317	BGC0000425	159917	229716	NRP
1123397.SAMN05660831.FOMJ01000002	BGC0000426	125112	136770	NRP
1123401.SAMN02743987.JHYQ01000002	BGC0000427	123884	130345	NRP
1123404.SAMN02745784.FQTY01000002	BGC0000428	206221	238934	NRP
1123487.SAMN02441373.KB892835	BGC0000429	295810	382616	NRP
1123487.SAMN02441373.KB892864	BGC0000430	139619	161620	NRP;Polyketide
1123497.SAMN02745802.JONG01000009	BGC0000431	123308	178203	NRP
1123497.SAMN02745802.JONG01000010	BGC0000432	117362	151413	NRP
1123497.SAMN02745802.KL543968	BGC0000433	241035	282919	NRP
1123500.SAMN02440571.ATUU01000002	BGC0000434	208462	264159	NRP
1123503.SAMN02440981.KB908057	BGC0000435	283995	316183	NRP
1123508.SAMN02469381.JH636444	BGC0000436	335793	356528	NRP
1125700.SAMN02596986.KE332517	BGC0000437	1349017	1471715	NRP
1125779.SAMN02596973.KE150446	BGC0000438	737188	810988	NRP
1125876.SAMN05443292.FOQT01000002	BGC0000439	334611	411251	NRP
1127673.SAMD00036600.BAEN01000041	BGC0000440	135047	224760	NRP
1127695.SAMN02436930.KB290947	BGC0000441	236092	326068	NRP
1127699.SAMN02436685.KB290974	BGC0000442	159564	169323	NRP
1128427.SAMN02256433.KB904821	BGC0000443	2654353	2694391	NRP
1128970.SAMN04487935.FNEZ01000001	BGC0000444	479356	499979	NRP
112901.SAMN04488500.FWXI01000002	BGC0000445	163946	228596	NRP
112901.SAMN04488500.FWXI01000003	BGC0000446	156643	182489	NRP
112903.SAMN04490178.FODY01000001	BGC0000447	184194	253318	NRP
112904.SAMN05735024.MJEA01000001	BGC0000448	244839	270793	NRP
1129794.SAMN02603050.CP003837	BGC0000449	2671535	2729895	NRP
1133592.SAMN02604333.CP003263	BGC0000450	140622	177368	NRP
1134406.SAMN03856825.LGCL01000024	BGC0000451	134689	158326	NRP
1134474.SAMN02471006.JH668201	BGC0000452	584935	634022	NRP
1134474.SAMN02471006.JH668202	BGC0000453	334598	373943	NRP
113574.SAMEA3114154.CDHO01000002	BGC0000454	548579	568469	NRP
113574.SAMEA3114154.CDHO01000003	BGC0000455	969357	1034401	NRP
113653.SAMN02988852.CP011267	BGC0000456	867556	898157	NRP
1137284.SAMN03840741.LIQF01000002	BGC0000457	276015	287289	NRP
1137284.SAMN03840741.LIQF01000003	BGC0000458	215601	252002	NRP
1137284.SAMN03840741.LIQF01000004	BGC0000459	194823	299494	NRP;Polyketide
1137284.SAMN03840741.LIQF01000006	BGC0000460	134725	158436	NRP
1137799.SAMN02851612.JOKH01000002	BGC0000461	631986	695706	NRP
1137799.SAMN02851612.JOKH01000005	BGC0000462	226708	269859	NRP
1137993.SAMN05660209.FNOT01000005	BGC0000463	209689	252896	NRP
1138189.SAMN04966274.LYPK01000006	BGC0000464	163536	269523	NRP
1138189.SAMN04966274.LYPK01000010	BGC0000465	134475	144518	NRP
1138189.SAMN04966275.LYPL01000004	BGC0000466	191895	227700	NRP
1141647.SAMD00050603.BDCT01000007	BGC0000468	116159	133739	RiPP
1141663.SAMN02429043.CM001774	BGC0000469	2127641	2167561	RiPP
1144343.SAMN00839654.AKIZ01000038	BGC0000470	131034	157955	RiPP
1144548.SAMN05443287.FNYV01000008	BGC0000471	107334	120304	RiPP
1150298.SAMEA3545257.CYYV01000001	BGC0000472	168368	182076	RiPP
1150468.SAMD00061049.AP012334	BGC0000473	896319	910172	RiPP
1150626.SAMEA2272023.CAHP01000001	BGC0000474	159284	171884	RiPP
115433.SAMN05421835.FORP01000004	BGC0000475	185510	198203	RiPP
1156395.SAMN05251087.MAGO01000001	BGC0000476	225510	225752	RiPP
1156937.SAMEA2682029.LM997411	BGC0000477	1217812	1228885	RiPP
1156985.SAMN04488118.FMWG01000003	BGC0000478	204315	204519	RiPP
1158144.SAMN02194616.JQIW01000003	BGC0000479	153222	166644	RiPP
1158291.SAMN02441003.KB898471	BGC0000480	389710	401531	RiPP
1158294.SAMN02745921.JOMI01000002	BGC0000481	192156	204671	RiPP
1158338.SAMN02841204.JNLJ01000005	BGC0000482	301532	301778	RiPP
1161401.SAMN02053529.ASJA01000002	BGC0000483	152108	166508	RiPP
1163617.SAMD00061061.AP013066	BGC0000484	1467894	1474683	RiPP
1163730.SAMN02603095.CP003423	BGC0000485	646230	648430	RiPP
1165094.SAMEA2272692.CAIY01000027	BGC0000486	150502	156809	RiPP
1165841.SAMN02469595.AJLE01000006	BGC0000487	206060	218200	RiPP
1166073.SAMN05192530.FNIT01000006	BGC0000488	154004	165392	RiPP
1169152.SAMN02441444.AXVD01000001	BGC0000489	124093	130559	RiPP
1169152.SAMN02441444.AXVD01000002	BGC0000490	133009	136808	RiPP
1169152.SAMN02441444.AXVD01000004	BGC0000491	132385	136485	RiPP
1169152.SAMN02441444.KI519393	BGC0000492	113790	114090	RiPP
117157.SAMN04489717.LT629732	BGC0000493	3102574	3102874	RiPP
1172565.SAMN04363576.LUTM01000002	BGC0000494	153592	160600	RiPP
1172626.SAMN03084318.JRQQ01000006	BGC0000495	169311	207479	RiPP
1173026.SAMN02261347.CP003646	BGC0000496	2518194	2525539	RiPP
1173111.SAMN05444955.FOCQ01000004	BGC0000497	130452	141701	RiPP
1176165.SAMN04317116.LPXX01000011	BGC0000498	129890	144885	RiPP
1177154.SAMN03076215.ARXV01000002	BGC0000499	210341	215074	RiPP
1177154.SAMN03076215.ARXV01000006	BGC0000500	144516	153379	RiPP
1177179.SAMN02471206.AMRJ01000001	BGC0000501	186004	193212	RiPP
1177755.SAMN04915608.MASI01000002	BGC0000502	221813	237831	RiPP
1178825.SAMN05216261.FQYK01000004	BGC0000503	184296	201379	RiPP
118062.SAMEA4378819.LT607756	BGC0000504	1223298	1230798	RiPP
118161.SAMN02261343.KB235919	BGC0000505	193408	193888	RiPP
118168.SAMN02436227.DS989842	BGC0000506	242201	256299	RiPP
1182571.SAMN03218061.CP010028	BGC0000507	1683571	1690929	RiPP
1184151.SAMN04441843.KV441839	BGC0000508	1253850	1262550	RiPP
1185653.SAMN05366139.CP016534	BGC0000509	1840086	1855573	RiPP
1185766.SAMN05216224.FOVB01000003	BGC0000510	160162	161272	RiPP
1188.SAMN03450030.JH930357	BGC0000511	960488	974638	RiPP
1188.SAMN03450030.JH930361	BGC0000513	243188	249391	RiPP
1188.SAMN03450030.JH930363	BGC0000514	234987	247692	RiPP
1188.SAMN03450030.JH930364	BGC0000515	229457	242088	RiPP
1188.SAMN03450030.JH930366	BGC0000516	177390	188310	RiPP
1188319.SAMD00025396.BBTH01000001	BGC0000517	318574	327690	RiPP
1189612.SAMN02469969.ALWO02000023	BGC0000518	274667	289553	RiPP
1189612.SAMN02469969.ALWO02000045	BGC0000519	130601	137001	RiPP
1189619.SAMN02471957.APLF01000009	BGC0000520	191431	192500	RiPP
118967.SAMN02745191.FUWY01000001	BGC0000521	311302	323434	RiPP
1190417.SAMN05660690.FMZF01000007	BGC0000522	125091	133441	RiPP
1191523.SAMN02603097.CP003557	BGC0000523	1630052	1646048	RiPP
1191699.SAMN02471015.ANOK01000004	BGC0000525	139328	143165	RiPP
1192034.SAMN02952950.ASRX01000003	BGC0000526	150865	166036	RiPP
1192054.SAMN03287307.JYGY01000004	BGC0000527	178693	191017	RiPP
1193051.SAMN02436259.AKXE01000001	BGC0000528	126546	134729	RiPP
1193069.SAMN02436578.AKWX02000013	BGC0000529	179364	200771	RiPP
1193069.SAMN02436578.AKWX02000020	BGC0000530	491149	501267	RiPP
1193682.SAMN05860870.MKQR01000009	BGC0000531	163672	173418	RiPP
1193682.SAMN05860870.MKQR01000017	BGC0000532	122027	125507	RiPP
1194088.SAMN02470121.JH815329	BGC0000533	682996	693046	RiPP
1194090.SAMN05443144.FQUS01000003	BGC0000534	149848	156207	RiPP
1195763.SAMN03702590.LDOT01000006	BGC0000535	186632	201648	RiPP
1195763.SAMN03702590.LDOT01000023	BGC0000536	123997	137527	RiPP
1196095.SAMN05179584.LZGN01000037	BGC0000537	173563	189216	RiPP
1196095.SAMN05179587.LZGK01000013	BGC0000538	437866	445476	RiPP
1196095.SAMN05179593.LZGQ01000003	BGC0000539	171113	182853	RiPP
1196324.SAMN02471793.AKKV01000026	BGC0000540	120784	132476	RiPP
1197874.SAMN03651237.LDAS01000001	BGC0000541	1950037	1959150	RiPP
1198245.SAMN05444858.FTNF01000008	BGC0000542	86044	95174	RiPP
119858.SAMEA88385668.LT745774	BGC0000543	219150	227022	RiPP
1200557.SAMN02744020.KK211383	BGC0000544	148043	163624	RiPP
1200749.SAMN04487760.FNEU01000001	BGC0000545	276344	289146	RiPP
1201288.SAMN02436250.AUNI01000014	BGC0000546	155655	163631	RiPP
1201293.SAMN02470165.AKXQ01000003	BGC0000547	133811	156431	RiPP
1202962.SAMN02441661.KB907150	BGC0000548	346330	356940	RiPP
1203076.PRJEB104.HE997173	BGC0000549	577569	592882	RiPP
1204719.PRJEB57.HE997185	BGC0000550	144447	146845	RiPP
1206103.SAMN02469613.JH947126	BGC0000551	498537	505265	RiPP
1206737.SAMD00041769.BAGF01000027	BGC0000552	113151	124927	RiPP
1208321.SAMN02471158.AYOZ01000034	BGC0000553	142105	149545	RiPP
1208323.SAMN02471168.AMRK01000005	BGC0000554	155160	161706	RiPP
1208365.SAMN02436393.AMWX01000012	BGC0000555	180615	192365	RiPP
1208599.SAMN02469794.KI632497	BGC0000556	355220	367260	RiPP
1208599.SAMN02469794.KI632498	BGC0000557	252875	264525	RiPP
1208921.SAMN02641645.CP003806	BGC0000558	411795	416998	RiPP
120956.SAMN05421791.FNCK01000003	BGC0000559	148136	162752	RiPP
1210074.SAMD00040653.BDBH01000011	BGC0000560	169816	180916	RiPP
1210077.SAMD00040655.BDBK01000010	BGC0000561	180371	196890	RiPP
1210082.SAMD00040656.BDBO01000014	BGC0000562	236076	236354	RiPP
1210082.SAMD00040656.BDBO01000015	BGC0000563	266283	271622	RiPP
1210082.SAMD00040656.BDBO01000140	BGC0000564	97976	106610	RiPP
1210088.SAMD00018769.BDBU01000002	BGC0000565	136971	157165	RiPP
1210088.SAMD00018769.BDBU01000018	BGC0000566	136932	145222	RiPP
1210094.SAMD00018778.BDBZ01000007	BGC0000567	224906	232048	RiPP
1210096.SAMD00040669.BDCA01000005	BGC0000568	170322	175467	RiPP
1210099.SAMD00018773.BDCD01000016	BGC0000569	162412	172304	RiPP
1210101.SAMD00040671.BDCF01000002	BGC0000570	182202	185729	RiPP
1211777.PRJEB128.HF536773	BGC0000571	727047	731621	RiPP
1211813.SAMEA2272467.CAPH01000013	BGC0000572	205926	210442	RiPP
1211817.SAMEA3138979.CCAT010000043	BGC0000573	162117	171170	RiPP
1211844.PRJEB377.HG005286	BGC0000574	180373	186510	RiPP
1211844.PRJEB377.HG005291	BGC0000575	102054	107650	RiPP
1212545.SAMN02470290.ALWK01000057	BGC0000576	231494	239450	RiPP
1212765.SAMN02603732.CP003731	BGC0000577	361858	370371	RiPP
121292.SAMN04332703.CP013747	BGC0000578	2463164	2468169	RiPP
1216006.SAMEA4552037.FQXZ01000015	BGC0000579	196068	202193	RiPP
1216973.SAMD00046503.BCQM01000001	BGC0000580	428776	431630	RiPP
121719.SAMN04158710.CP013068	BGC0000581	2548297	2553100	RiPP
1217799.SAMN03068710.KQ758903	BGC0000582	883103	895251	RiPP
121821.SAMN05717330.MEHT01000001	BGC0000583	183834	190559	RiPP
121821.SAMN05717330.MEHT01000007	BGC0000584	135502	139186	RiPP
1218492.SAMN03275731.KQ034029	BGC0000585	196307	202765	RiPP
1218508.SAMN03271966.KQ033877	BGC0000586	443040	456781	RiPP
1218598.SAMN02436408.AOHC02000037	BGC0000587	163533	180356	RiPP
1219011.SAMD00046763.BDAM01000008	BGC0000588	141959	154478	RiPP
1219023.SAMD00046764.BCXD01000003	BGC0000589	177106	185527	RiPP
1219029.SAMD00046770.BCXH01000001	BGC0000590	435039	440302	RiPP
1219048.SAMD00046754.BCYX01000001	BGC0000591	239641	245281	RiPP
1219065.SAMD00041816.BATJ01000002	BGC0000592	189215	199212	RiPP
1219361.SAMD00046497.BCRN01000002	BGC0000593	218582	225260	RiPP
1219383.SAMN05421733.FMYL01000001	BGC0000594	243995	250807	RiPP
1220535.SAMN02469922.ALYF01000003	BGC0000595	462649	484420	RiPP
1220559.SAMD00046515.BCRO01000012	BGC0000596	167172	188950	RiPP
1220564.SAMD00046507.BCQT01000001	BGC0000597	90218	101064	RiPP
1220564.SAMD00046507.BCQT01000011	BGC0000598	226322	241372	RiPP
1220564.SAMD00046507.BCQT01000018	BGC0000599	157646	163660	RiPP
1220578.SAMD00018683.BBWV01000004	BGC0000600	293091	301232	RiPP
1220580.SAMD00046501.BCQZ01000003	BGC0000601	108448	114540	RiPP
1220583.SAMD00041806.BANR01000001	BGC0000602	135339	142697	RiPP
1220589.SAMN02953199.JPVP01000054	BGC0000603	114823	141419	RiPP
1220589.SAMN02953199.JPVP01000055	BGC0000604	152595	175443	RiPP
1221450.SAMN05934486.KV917369	BGC0000605	2728158	2745337	RiPP
1221500.SAMN03651894.CP015378	BGC0000606	2041647	2055891	RiPP
122202.SAMN03653484.LDTZ01000017	BGC0000607	231745	255754	RiPP
1223489.SAMD00040660.BDCK01000023	BGC0000608	119559	124054	RiPP
1223525.SAMD00046520.BCRT01000015	BGC0000609	157775	203335	RiPP
1223525.SAMD00046520.BCRT01000021	BGC0000610	291320	326033	RiPP
1223536.SAMD00046514.BCRV01000004	BGC0000611	108297	146884	RiPP
1223541.SAMD00047212.BCWU01000002	BGC0000612	200363	221531	RiPP
1223541.SAMD00047212.BCWU01000004	BGC0000613	212458	228044	RiPP
1223541.SAMD00047212.BCWU01000005	BGC0000614	140627	170006	RiPP
1223546.SAMD00040652.BDCJ01000013	BGC0000615	81746	116826	RiPP
1224947.SAMN05216480.FPBK01000003	BGC0000616	138765	142938	RiPP
1225564.SAMN03652542.LCYG01000042	BGC0000617	118930	125385	RiPP
1225657.SAMN03988185.LJAK01000002	BGC0000618	245234	245995	RiPP
1225657.SAMN03988185.LJAK01000006	BGC0000619	124619	131554	RiPP
1226325.SAMN02436820.KE992693	BGC0000620	168706	185359	RiPP
1227077.SAMN04515668.FOXS01000003	BGC0000621	334002	334405	RiPP
1227077.SAMN04515668.FOXS01000006	BGC0000622	224823	230317	RiPP
1227453.SAMN02471638.AOLY01000042	BGC0000623	172266	175061	RiPP
1229521.SAMN02951920.AONB01000001	BGC0000624	262427	270186	RiPP
1229756.SAMN02603178.CP003839	BGC0000625	889295	919871	RiPP
1230453.SAMN02471641.AOLK01000015	BGC0000626	325108	332730	RiPP
1231.SAMN05216402.FNKY01000001	BGC0000627	1549314	1577609	RiPP
1231.SAMN05216404.FOCT01000003	BGC0000628	176510	190310	RiPP
1231.SAMN05216412.FOHI01000005	BGC0000629	121992	189512	Terpene
1231336.SAMN02469385.KI271583	BGC0000630	141614	147841	Terpene
1231340.SAMD00036632.BAMW01000006	BGC0000631	191673	221174	Terpene
1231341.SAMD00036633.BAMX01000024	BGC0000632	138167	151928	Terpene
1232410.SAMN02469593.KI421428	BGC0000633	153188	167492	Terpene
1232428.PRJEB645.HF954537	BGC0000634	708650	720641	Terpene
1232429.SAMEA2272581.HG005168	BGC0000635	123860	133934	Terpene
1232683.SAMN02745957.JMQN01000047	BGC0000636	126046	140444	Terpene
1233.SAMN05216387.FOBH01000004	BGC0000637	114560	123793	Terpene
1233951.SAMN02924067.JPLZ01000006	BGC0000638	992981	999899	Terpene
1234595.SAMN02472131.AMRV01000003	BGC0000639	223648	230647	Terpene
1235755.SAMN02470212.ANAM01000008	BGC0000640	437443	446257	Terpene
1235788.SAMN01730986.KE159507	BGC0000641	189346	198021	Terpene
1235795.SAMN01730996.KE159652	BGC0000642	914821	923948	Terpene
1235798.SAMN01731000.KE159715	BGC0000643	320623	330820	Terpene
1235798.SAMN01731000.KE159718	BGC0000644	140447	146759	Terpene
1235799.SAMN01731001.KE159797	BGC0000645	303574	311049	Terpene
1235800.SAMN01731002.KE159817	BGC0000646	240000	246380	Terpene
1235800.SAMN01731002.KE159819	BGC0000647	132549	135633	Terpene
1235802.SAMN01731006.KB822471	BGC0000648	478676	490655	Terpene
1235802.SAMN01731006.KB822500	BGC0000649	247046	257924	Terpene
1235813.SAMD00016596.BAIU01000001	BGC0000650	168537	176287	Terpene
1236498.SAMD00009976.BAJR01000001	BGC0000651	168143	203570	Terpene
1236517.SAMN03704035.CP012074	BGC0000652	921458	957863	Terpene
1236517.SAMN03704035.CP012075	BGC0000653	720007	741701	Terpene
1236525.SAMD00002827.BAKW01000003	BGC0000654	132591	182052	Saccharide;Terpene
1236608.SAMN02603777.CP002005	BGC0000656	950672	954473	Terpene
1236902.SAMN02472159.ANAS01000006	BGC0000657	172062	178013	Terpene
1236902.SAMN02472159.ANAS01000012	BGC0000658	153465	155691	Terpene
1236958.SAMD00008912.BAMS01000001	BGC0000659	789129	791066	Terpene
1236974.SAMD00000412.BAZR01000005	BGC0000660	139709	142177	Terpene
1236976.SAMD00000453.BAVZ01000004	BGC0000661	174783	180195	Terpene
1236976.SAMD00000453.BAVZ01000007	BGC0000662	131888	146794	Terpene
1238182.SAMN01840338.ANHY01000002	BGC0000663	138928	152685	Terpene
1238182.SAMN01840338.ANHY01000007	BGC0000664	140800	149191	Terpene
1238182.SAMN01840338.ANHY01000008	BGC0000665	130820	152079	Alkaloid;Terpene
1246637.SAMEA100367668.LT828541	BGC0000666	347171	376542	Terpene
1246995.SAMN02603031.CP006272	BGC0000667	4430282	4438231	Terpene
1249481.SAMN01922053.AORC01000009	BGC0000668	165402	201972	Alkaloid;Terpene
1249552.SAMN04260401.CP013189	BGC0000669	1653149	1687749	Terpene
1250059.SAMN04489761.FNSF01000007	BGC0000670	351696	384498	Terpene
1250198.SAMN04487765.FNUB01000004	BGC0000671	298718	467344	Terpene
1250198.SAMN04487765.FNUB01000005	BGC0000672	1580863	1824494	Terpene
1250232.SAMN02799619.JQNJ01000001	BGC0000673	2186206	2195303	Terpene
1257025.SAMN02436484.AOGW02000009	BGC0000674	183348	188339	Terpene
1259795.SAMN02440465.KB899040	BGC0000675	684235	689211	Terpene
1260356.SAMN02436837.KE351686	BGC0000676	185663	201292	Terpene
126156.SAMN05421670.FOXU01000004	BGC0000677	161862	166930	Terpene
126157.SAMN05421832.FOUN01000003	BGC0000678	187227	200664	Terpene
1261634.SAMN05726914.MJID01000006	BGC0000679	139959	187875	Terpene
1261634.SAMN05726914.MJID01000007	BGC0000680	265388	319871	Terpene
1261635.SAMN05726915.MJHW01000008	BGC0000682	234308	261632	Terpene
1261637.SAMN05726911.MJIG01000004	BGC0000683	768641	769649	Terpene
1262774.PRJEB706.HF993827	BGC0000684	153687	175433	Terpene
1262810.PRJEB888.FR893523	BGC0000685	150071	178992	Terpene
1262822.PRJEB940.HF999523	BGC0000686	229291	245568	Terpene
1263020.PRJEB841.FR893385	BGC0000687	173442	199283	Terpene
1264579.SAMD00019895.BBMP01000006	BGC0000688	106214	119999	Terpene
1265.SAMN02910265.FNWV01000002	BGC0000689	194401	227067	Saccharide
1265.SAMN02910280.FPIP01000001	BGC0000690	328296	353755	Saccharide
1265.SAMN02910280.FPIP01000003	BGC0000691	245476	286799	Saccharide
1265.SAMN04487860.FRCT01000005	BGC0000692	141913	181892	Saccharide
1265350.SAMN02937542.CP009253	BGC0000693	333703	362736	Saccharide
1265503.SAMN02440473.KB905160	BGC0000694	346250	365498	Saccharide
1265503.SAMN02440473.KB905162	BGC0000695	194973	242211	Saccharide
1265846.SAMN02671250.AODK01000006	BGC0000697	149603	187749	Saccharide
1266765.SAMD00017486.BAZF01000003	BGC0000698	161717	200868	Saccharide
1266998.SAMN02441598.ATUJ01000004	BGC0000699	149732	184653	Saccharide
1267.SAMEA3545324.CYZR01000001	BGC0000700	252280	320184	Saccharide
1267005.SAMN02440966.KB911258	BGC0000701	283525	289546	Saccharide
1267533.SAMN02440487.KB906733	BGC0000702	515155	540622	Saccharide
1267533.SAMN02440487.KB906736	BGC0000703	386058	591505	Saccharide
1267534.SAMN02441326.KB906759	BGC0000704	273963	321013	Saccharide
1267535.SAMN02440488.KB906767	BGC0000705	3195664	3237240	Saccharide
1270196.SAMN02594495.JCKI01000001	BGC0000706	425347	440393	Saccharide
1270196.SAMN02594495.JCKI01000004	BGC0000707	160779	168360	Saccharide
1270196.SAMN02594495.JCKI01000009	BGC0000708	140827	181406	Saccharide
1274374.SAMEA2272085.HG005139	BGC0000709	1533319	1583785	Saccharide
1274402.SAMN02996437.JQAJ01000002	BGC0000710	189816	231965	Saccharide
1274524.SAMN02471705.AOFM01000002	BGC0000711	122099	152936	Saccharide
1276920.SAMN02469439.AOCK01000004	BGC0000712	184127	232296	Saccharide
1278078.SAMN02469993.AODO01000006	BGC0000713	193234	225126	Saccharide
1278308.SAMN02440490.KB907076	BGC0000714	142841	189820	Saccharide
1278312.SAMN02441204.KE386793	BGC0000715	168824	187183	Saccharide
1279017.SAMN02441043.AQYJ01000029	BGC0000716	386448	416054	Saccharide
1279038.SAMN02441318.KB907337	BGC0000717	361240	451840	Saccharide
1280674.SAMN02440817.AUJK01000001	BGC0000718	161961	170394	Saccharide
1280682.SAMN02440821.AUKA01000002	BGC0000719	244094	256960	Saccharide
1280684.SAMN02440822.AUKB01000008	BGC0000720	366680	380482	Saccharide
1280684.SAMN02440822.KE384203	BGC0000721	446537	489757	Saccharide
1280686.SAMN02441163.AUKE01000001	BGC0000722	198691	243855	Saccharide
1280847.SAMN04488036.FOSZ01000004	BGC0000723	199990	237246	Saccharide
1280948.SAMN02746323.AWFH01000001	BGC0000724	306230	337504	Saccharide
1280949.SAMN02746697.ARYH01000003	BGC0000725	236855	242171	Saccharide
1280950.SAMN02746698.ARYK01000001	BGC0000726	497841	502454	Saccharide
1280950.SAMN02746698.ARYK01000002	BGC0000727	206969	236364	Saccharide
1280952.SAMN02746699.ARYJ01000001	BGC0000728	297036	316253	Saccharide
1283283.SAMN02441579.ATXA01000003	BGC0000729	187869	207102	Saccharide
1283286.SAMN02441483.KE384218	BGC0000730	1174651	1196802	Saccharide
1284.SAMN02863110.CP008747	BGC0000731	1198358	1218377	Saccharide
1285928.SAMN04487894.FMZO01000005	BGC0000732	201872	222787	Saccharide
1286.SAMN03996269.CP014016	BGC0000733	1242028	1262942	Saccharide
1286364.SAMN02746023.LANB01000001	BGC0000734	2069570	2086297	Saccharide
1288.SAMN04383932.CP013922	BGC0000735	1272845	1293263	Saccharide
1288080.SAMN02440677.KE384246	BGC0000736	80241	95455	Saccharide
128944.SAMN04419115.CP014163	BGC0000737	910018	917587	Saccharide
1289478.SAMN05891804.MOYL01000005	BGC0000738	168118	179863	Saccharide
1291742.SAMD00000344.AP014680	BGC0000739	1113206	1122044	Saccharide
1293591.SAMD00000463.BBBP01000003	BGC0000740	128027	132915	Saccharide
1293648.SAMN03333330.JYHS01000002	BGC0000741	241159	245927	Saccharide
1293890.SAMN02671741.JFKB01000001	BGC0000742	320854	323669	Saccharide
1293891.SAMN02671744.JFKA01000002	BGC0000743	371697	374512	Saccharide
1294022.SAMD00000435.BBCD01000001	BGC0000744	141091	145859	Saccharide
1294273.SAMN03081458.CP004372	BGC0000745	1713760	1718528	Saccharide
1296415.SAMN02597432.JACC01000002	BGC0000746	153155	158043	Saccharide
1298594.SAMD00000527.BBDU01000002	BGC0000747	192971	197859	Saccharide
1298851.SAMD00061062.AP013035	BGC0000748	888795	893683	Saccharide
1298857.SAMN02440852.AUEK01000003	BGC0000749	357222	362342	Saccharide
1298857.SAMN02440852.AUEK01000007	BGC0000750	282988	291113	Saccharide
1298857.SAMN02440852.AUEK01000009	BGC0000751	207088	213898	Saccharide
1298857.SAMN02440852.KE384480	BGC0000752	506819	514712	Saccharide
1298863.SAMN02440636.AUEP01000005	BGC0000753	198753	206154	Saccharide
1298866.SAMN02440856.KE384492	BGC0000754	179410	188886	Saccharide
